OrderID,OrderDate,PromisedDate,DeliveryDate,ProductID,Category,SupplierID,Warehouse,Customer,OrderedQty,DeliveredQty,UnitCost,SellingPrice,Revenue,COGS,InventoryValue,ForecastQty,OnTimeFlag,InFullFlag
ORD163,2024-01-05,2024-01-08,2024-01-10,P1016,Electronics,S104,Sharjah DC,Lulu,102,102,49.16,86.49,8821.98,5014.32,15425.61,106,0,1
ORD164,2023-08-17,2023-08-21,2023-08-21,P1048,Electronics,S106,Abu Dhabi Hub,Spinneys,90,84,30.21,37.0,3108.0,2537.64,17300.1,99,1,0
ORD165,2023-11-26,2023-11-30,2023-12-02,P1043,Food,S102,Dubai Central,Carrefour,235,224,29.99,38.77,8684.48,6717.76,7243.42,218,0,0
ORD166,2024-11-05,2024-11-12,2024-11-11,P1032,Electronics,S104,Dubai Central,Amazon,219,206,43.51,58.34,12018.04,8963.06,1130.22,243,1,0
ORD167,2023-04-12,2023-04-15,2023-04-13,P1046,Electronics,S110,Sharjah DC,Spinneys,272,270,41.26,56.95,15376.5,11140.2,1500.52,297,1,0
ORD168,2023-02-26,2023-03-04,2023-03-07,P1035,Food,S105,Abu Dhabi Hub,Lulu,152,145,35.84,59.08,8566.6,5196.8,9472.37,156,0,0
ORD169,2024-05-06,2024-05-10,2024-05-10,P1047,Personal Care,S101,Abu Dhabi Hub,Lulu,93,93,7.71,12.95,1204.35,717.03,11760.27,68,1,1
ORD170,2024-03-08,2024-03-13,2024-03-13,P1007,Electronics,S106,Abu Dhabi Hub,Spinneys,332,324,17.61,25.98,8417.52,5705.64,18473.17,327,1,0
ORD171,2023-07-28,2023-08-07,2023-08-05,P1048,Electronics,S106,Abu Dhabi Hub,Lulu,77,66,7.24,9.34,616.44,477.84,11068.43,52,1,0
ORD172,2023-07-23,2023-07-26,2023-07-29,P1027,Personal Care,S107,Dubai Central,Noon,486,483,33.63,47.41,22899.03,16243.29,19756.48,511,0,0
ORD173,2024-12-27,2025-01-04,2025-01-03,P1031,Food,S107,Abu Dhabi Hub,Carrefour,283,273,26.21,47.04,12841.92,7155.33,1347.95,297,1,0
ORD174,2024-06-25,2024-07-03,2024-07-05,P1033,Electronics,S105,Abu Dhabi Hub,Lulu,458,450,23.15,38.62,17379.0,10417.5,13783.14,453,0,0
ORD175,2023-05-23,2023-06-02,2023-06-05,P1025,Personal Care,S101,Abu Dhabi Hub,Lulu,260,244,49.83,66.86,16313.84,12158.52,4774.94,258,0,0
ORD176,2023-07-24,2023-07-29,2023-07-28,P1014,Food,S104,Dubai Central,Amazon,199,185,47.59,72.14,13345.9,8804.15,19742.85,200,1,0
ORD177,2024-10-30,2024-11-03,2024-11-01,P1004,Food,S102,Sharjah DC,Amazon,192,176,27.78,46.42,8169.92,4889.28,7286.32,168,1,0
ORD178,2024-10-24,2024-10-28,2024-10-30,P1024,Electronics,S106,Dubai Central,Noon,490,484,28.65,42.32,20482.88,13866.6,3325.61,504,0,0
ORD179,2023-04-29,2023-05-08,2023-05-07,P1034,Personal Care,S109,Sharjah DC,Noon,395,383,35.32,61.8,23669.4,13527.56,13728.48,420,1,0
ORD180,2024-10-15,2024-10-18,2024-10-19,P1039,Food,S110,Abu Dhabi Hub,Spinneys,126,126,48.5,68.52,8633.52,6111.0,5632.63,135,0,1
ORD181,2023-11-23,2023-11-26,2023-11-29,P1017,Food,S104,Sharjah DC,Lulu,321,308,29.73,51.08,15732.64,9156.84,8278.31,328,0,0
ORD182,2024-08-23,2024-09-01,2024-08-31,P1031,Food,S108,Sharjah DC,Lulu,191,190,28.16,36.41,6917.9,5350.4,16842.34,189,1,0
ORD183,2023-07-03,2023-07-12,2023-07-10,P1035,Electronics,S109,Abu Dhabi Hub,Spinneys,257,251,18.23,26.08,6546.08,4575.73,7088.14,259,1,0
ORD184,2024-10-22,2024-10-30,2024-11-01,P1030,Electronics,S102,Dubai Central,Spinneys,261,253,40.24,65.4,16546.2,10180.72,6420.55,246,0,0
ORD185,2024-04-30,2024-05-05,2024-05-05,P1026,Personal Care,S104,Dubai Central,Amazon,349,330,47.12,59.77,19724.1,15549.6,7151.69,353,1,0
ORD186,2023-09-13,2023-09-16,2023-09-17,P1029,Food,S102,Dubai Central,Amazon,309,302,7.56,10.46,3158.92,2283.12,14769.34,304,0,0
ORD187,2024-09-22,2024-10-01,2024-10-02,P1007,Electronics,S107,Sharjah DC,Spinneys,422,412,15.64,27.01,11128.12,6443.68,19508.54,402,0,0
ORD188,2024-05-29,2024-06-07,2024-06-09,P1035,Personal Care,S101,Sharjah DC,Lulu,401,390,17.74,25.24,9843.6,6918.6,13629.95,377,0,0
ORD189,2024-01-22,2024-01-28,2024-01-28,P1021,Electronics,S110,Sharjah DC,Amazon,239,237,44.07,56.3,13343.1,10444.59,13683.63,227,1,0
ORD190,2023-03-11,2023-03-18,2023-03-18,P1019,Electronics,S107,Dubai Central,Carrefour,58,44,13.61,20.77,913.88,598.84,3390.83,45,1,0
ORD191,2024-01-19,2024-01-26,2024-01-28,P1027,Personal Care,S104,Sharjah DC,Lulu,482,476,32.1,43.9,20896.4,15279.6,17316.54,510,0,0
ORD192,2023-07-01,2023-07-09,2023-07-11,P1049,Personal Care,S101,Dubai Central,Noon,57,40,45.16,54.79,2191.6,1806.4,16909.33,69,0,0
ORD193,2023-01-21,2023-01-30,2023-01-31,P1047,Electronics,S105,Sharjah DC,Spinneys,410,390,25.42,44.69,17429.1,9913.8,8387.89,414,0,0
ORD194,2023-02-26,2023-03-06,2023-03-09,P1036,Food,S101,Dubai Central,Lulu,138,134,8.92,12.4,1661.6,1195.28,3389.04,116,0,0
ORD195,2024-04-20,2024-04-27,2024-04-25,P1034,Personal Care,S103,Dubai Central,Lulu,255,243,13.21,18.26,4437.18,3210.03,9299.71,284,1,0
ORD196,2023-06-21,2023-06-25,2023-06-24,P1039,Personal Care,S101,Abu Dhabi Hub,Spinneys,144,129,16.39,24.08,3106.32,2114.31,18927.33,159,1,0
ORD197,2024-06-24,2024-06-28,2024-06-27,P1027,Electronics,S104,Sharjah DC,Lulu,301,290,10.25,17.94,5202.6,2972.5,16289.86,329,1,0
ORD198,2023-04-15,2023-04-21,2023-04-22,P1032,Electronics,S107,Sharjah DC,Carrefour,305,289,40.87,59.45,17181.05,11811.43,1278.66,328,0,0
ORD199,2023-02-25,2023-03-07,2023-03-06,P1047,Food,S102,Dubai Central,Noon,135,123,17.93,24.58,3023.34,2205.39,11831.4,116,1,0
ORD200,2024-01-12,2024-01-21,2024-01-19,P1031,Personal Care,S110,Abu Dhabi Hub,Noon,277,269,25.14,42.06,11314.14,6762.66,16736.48,259,1,0
ORD201,2024-06-01,2024-06-08,2024-06-07,P1029,Food,S109,Dubai Central,Amazon,147,143,24.65,43.64,6240.52,3524.95,4666.33,118,1,0
ORD202,2023-04-26,2023-05-03,2023-05-02,P1018,Food,S102,Abu Dhabi Hub,Amazon,431,422,5.37,6.78,2861.16,2266.14,19966.32,401,1,0
ORD203,2023-07-26,2023-08-01,2023-07-30,P1015,Electronics,S102,Abu Dhabi Hub,Noon,345,333,48.29,68.55,22827.15,16080.57,11388.84,336,1,0
ORD204,2023-03-18,2023-03-25,2023-03-24,P1002,Food,S103,Abu Dhabi Hub,Carrefour,81,76,24.55,34.06,2588.56,1865.8,15302.42,71,1,0
ORD205,2023-10-01,2023-10-11,2023-10-11,P1042,Electronics,S108,Dubai Central,Lulu,97,86,34.82,48.78,4195.08,2994.52,17333.9,81,1,0
ORD206,2023-02-21,2023-02-26,2023-02-27,P1001,Personal Care,S103,Dubai Central,Carrefour,274,261,24.37,41.71,10886.31,6360.57,17799.36,270,0,0
ORD207,2024-08-06,2024-08-09,2024-08-08,P1048,Food,S102,Dubai Central,Lulu,123,118,12.74,21.45,2531.1,1503.32,17056.16,105,1,0
ORD208,2023-03-30,2023-04-04,2023-04-05,P1035,Personal Care,S102,Sharjah DC,Spinneys,316,297,21.62,34.77,10326.69,6421.14,11626.9,321,0,0
ORD209,2024-12-08,2024-12-14,2024-12-16,P1004,Electronics,S108,Dubai Central,Noon,64,64,46.54,77.27,4945.28,2978.56,6862.58,60,0,1
ORD210,2024-05-30,2024-06-06,2024-06-08,P1037,Food,S105,Sharjah DC,Amazon,252,234,25.85,37.67,8814.78,6048.9,15381.69,225,0,0
ORD211,2023-07-16,2023-07-22,2023-07-24,P1044,Food,S107,Dubai Central,Amazon,248,237,45.0,62.02,14698.74,10665.0,12939.24,274,0,0
ORD212,2024-03-20,2024-03-25,2024-03-23,P1009,Food,S110,Sharjah DC,Lulu,126,123,30.86,40.31,4958.13,3795.78,18072.69,149,1,0
ORD213,2023-06-19,2023-06-25,2023-06-26,P1012,Electronics,S109,Dubai Central,Amazon,107,87,42.03,61.02,5308.74,3656.61,18014.96,91,0,0
ORD214,2023-04-17,2023-04-26,2023-04-25,P1031,Personal Care,S107,Dubai Central,Amazon,389,388,27.44,35.42,13742.96,10646.72,15248.82,365,1,0
ORD215,2024-04-16,2024-04-21,2024-04-20,P1014,Electronics,S108,Sharjah DC,Spinneys,402,383,32.24,43.82,16783.06,12347.92,12912.78,414,1,0
ORD216,2023-08-31,2023-09-06,2023-09-04,P1026,Electronics,S107,Sharjah DC,Lulu,397,388,31.9,47.43,18402.84,12377.2,2989.49,372,1,0
ORD217,2024-08-28,2024-09-04,2024-09-06,P1006,Food,S107,Dubai Central,Lulu,239,239,20.99,35.0,8365.0,5016.61,15196.94,244,0,1
ORD218,2023-02-28,2023-03-05,2023-03-06,P1042,Food,S101,Dubai Central,Carrefour,144,128,23.89,36.79,4709.12,3057.92,4580.57,114,0,0
ORD219,2023-02-04,2023-02-13,2023-02-14,P1049,Food,S103,Sharjah DC,Spinneys,320,307,15.09,20.61,6327.27,4632.63,18832.45,305,0,0
ORD220,2024-07-03,2024-07-12,2024-07-15,P1011,Electronics,S104,Abu Dhabi Hub,Amazon,473,473,15.69,22.22,10510.06,7421.37,6053.66,490,0,1
ORD221,2023-01-03,2023-01-09,2023-01-07,P1005,Electronics,S109,Abu Dhabi Hub,Spinneys,499,498,15.2,22.46,11185.08,7569.6,9183.74,489,1,0
ORD222,2023-11-28,2023-12-06,2023-12-06,P1032,Personal Care,S106,Abu Dhabi Hub,Noon,162,149,42.12,57.43,8557.07,6275.88,8023.12,164,1,0
ORD223,2023-01-18,2023-01-28,2023-01-27,P1028,Electronics,S104,Dubai Central,Carrefour,71,57,13.82,21.51,1226.07,787.74,1907.25,91,1,0
ORD224,2023-12-10,2023-12-20,2023-12-18,P1039,Food,S108,Dubai Central,Carrefour,380,378,45.37,72.71,27484.38,17149.86,11337.55,372,1,0
ORD225,2024-03-30,2024-04-08,2024-04-06,P1024,Electronics,S110,Sharjah DC,Carrefour,90,79,44.77,65.05,5138.95,3536.83,3339.89,64,1,0
ORD226,2023-09-03,2023-09-10,2023-09-13,P1045,Food,S108,Dubai Central,Amazon,403,397,11.61,15.15,6014.55,4609.17,16379.0,397,0,0
ORD227,2023-05-25,2023-06-04,2023-06-03,P1010,Food,S101,Dubai Central,Amazon,160,147,16.28,21.32,3134.04,2393.16,8308.95,136,1,0
ORD228,2023-11-23,2023-11-27,2023-11-25,P1038,Personal Care,S109,Sharjah DC,Spinneys,264,252,18.2,31.24,7872.48,4586.4,3206.57,292,1,0
ORD229,2023-07-23,2023-07-31,2023-08-01,P1017,Food,S103,Sharjah DC,Carrefour,424,417,33.78,54.19,22597.23,14086.26,17662.17,453,0,0
ORD230,2024-09-29,2024-10-09,2024-10-09,P1029,Electronics,S103,Abu Dhabi Hub,Carrefour,352,350,30.75,53.62,18767.0,10762.5,2730.7,347,1,0
ORD231,2023-09-28,2023-10-05,2023-10-08,P1036,Food,S109,Sharjah DC,Carrefour,75,56,29.79,50.47,2826.32,1668.24,5513.22,87,0,0
ORD232,2023-11-09,2023-11-12,2023-11-11,P1007,Food,S106,Dubai Central,Noon,153,151,29.05,50.8,7670.8,4386.55,2474.88,138,1,0
ORD233,2024-08-08,2024-08-11,2024-08-12,P1020,Personal Care,S108,Sharjah DC,Noon,490,489,31.14,46.12,22552.68,15227.46,4411.1,487,0,0
ORD234,2023-01-10,2023-01-18,2023-01-21,P1005,Personal Care,S105,Dubai Central,Noon,352,348,47.59,68.97,24001.56,16561.32,13366.14,377,0,0
ORD235,2024-02-09,2024-02-18,2024-02-16,P1016,Electronics,S108,Abu Dhabi Hub,Amazon,52,48,12.07,20.93,1004.64,579.36,14850.22,38,1,0
ORD236,2023-05-06,2023-05-11,2023-05-11,P1019,Food,S104,Sharjah DC,Lulu,388,376,44.45,77.04,28967.04,16713.2,15290.08,392,1,0
ORD237,2024-01-31,2024-02-03,2024-02-05,P1012,Electronics,S110,Sharjah DC,Amazon,127,112,15.4,22.59,2530.08,1724.8,18266.45,156,0,0
ORD238,2023-02-14,2023-02-20,2023-02-19,P1016,Personal Care,S107,Abu Dhabi Hub,Carrefour,159,141,13.56,22.67,3196.47,1911.96,2644.92,174,1,0
ORD239,2023-04-11,2023-04-21,2023-04-23,P1005,Personal Care,S105,Abu Dhabi Hub,Amazon,403,393,22.98,32.31,12697.83,9031.14,8714.52,377,0,0
ORD240,2023-02-16,2023-02-20,2023-02-21,P1017,Electronics,S106,Dubai Central,Carrefour,479,472,18.22,27.42,12942.24,8599.84,13684.27,502,0,0
ORD241,2024-05-06,2024-05-12,2024-05-15,P1035,Personal Care,S109,Dubai Central,Noon,345,343,40.98,56.61,19417.23,14056.14,1199.88,364,0,0
ORD242,2024-06-14,2024-06-24,2024-06-27,P1032,Food,S110,Dubai Central,Noon,150,150,17.77,25.25,3787.5,2665.5,19221.96,179,0,1
ORD243,2023-02-07,2023-02-11,2023-02-14,P1031,Food,S105,Sharjah DC,Carrefour,191,183,37.6,63.41,11604.03,6880.8,17988.08,187,0,0
ORD244,2024-12-09,2024-12-14,2024-12-16,P1042,Food,S107,Abu Dhabi Hub,Noon,453,443,24.86,38.67,17130.81,11012.98,12304.91,442,0,0
ORD245,2024-01-17,2024-01-25,2024-01-23,P1035,Food,S102,Dubai Central,Carrefour,437,418,9.22,13.31,5563.58,3853.96,14869.6,465,1,0
ORD246,2023-04-13,2023-04-18,2023-04-21,P1050,Electronics,S103,Sharjah DC,Amazon,322,302,46.42,57.93,17494.86,14018.84,13374.71,332,0,0
ORD247,2024-09-13,2024-09-17,2024-09-15,P1027,Personal Care,S102,Sharjah DC,Carrefour,381,372,30.73,53.7,19976.4,11431.56,10114.66,385,1,0
ORD248,2024-06-20,2024-06-25,2024-06-26,P1021,Personal Care,S101,Dubai Central,Noon,281,281,5.95,7.88,2214.28,1671.95,10913.07,258,0,1
ORD249,2023-10-03,2023-10-07,2023-10-10,P1009,Food,S104,Sharjah DC,Noon,158,145,43.43,61.19,8872.55,6297.35,2573.95,173,0,0
ORD250,2024-01-02,2024-01-11,2024-01-12,P1018,Electronics,S103,Abu Dhabi Hub,Amazon,420,417,40.82,61.79,25766.43,17021.94,7584.73,443,0,0
ORD251,2024-07-16,2024-07-21,2024-07-23,P1021,Electronics,S110,Abu Dhabi Hub,Noon,263,252,30.72,41.84,10543.68,7741.44,7593.04,235,0,0
ORD252,2023-03-31,2023-04-03,2023-04-05,P1046,Electronics,S101,Dubai Central,Carrefour,328,317,13.32,18.87,5981.79,4222.44,1689.04,345,0,0
ORD253,2023-02-12,2023-02-17,2023-02-19,P1014,Electronics,S107,Sharjah DC,Lulu,428,417,34.29,44.08,18381.36,14298.93,5987.44,405,0,0
ORD254,2023-05-07,2023-05-17,2023-05-19,P1041,Food,S103,Abu Dhabi Hub,Lulu,344,330,31.27,39.73,13110.9,10319.1,13175.04,342,0,0
ORD255,2024-08-26,2024-09-04,2024-09-07,P1010,Electronics,S109,Dubai Central,Noon,224,222,35.19,57.02,12658.44,7812.18,14905.32,230,0,0
ORD256,2023-02-17,2023-02-27,2023-02-25,P1042,Electronics,S105,Abu Dhabi Hub,Noon,68,61,11.02,13.71,836.31,672.22,18097.05,64,1,0
ORD257,2023-05-09,2023-05-14,2023-05-12,P1039,Food,S102,Sharjah DC,Lulu,406,398,20.95,36.45,14507.1,8338.1,1211.15,392,1,0
ORD258,2024-06-24,2024-07-02,2024-06-30,P1021,Electronics,S101,Dubai Central,Noon,94,80,8.68,14.02,1121.6,694.4,6090.94,109,1,0
ORD259,2023-01-26,2023-02-01,2023-02-02,P1029,Personal Care,S110,Dubai Central,Lulu,263,246,27.97,45.71,11244.66,6880.62,8556.78,270,0,0
ORD260,2023-07-31,2023-08-04,2023-08-02,P1021,Personal Care,S102,Dubai Central,Amazon,218,199,24.95,41.57,8272.43,4965.05,16432.19,219,1,0
ORD261,2024-12-06,2024-12-11,2024-12-13,P1041,Food,S101,Dubai Central,Amazon,303,291,16.1,21.68,6308.88,4685.1,18651.03,302,0,0
ORD262,2023-03-07,2023-03-16,2023-03-19,P1040,Food,S103,Abu Dhabi Hub,Spinneys,107,87,30.45,52.5,4567.5,2649.15,7671.21,80,0,0
ORD263,2024-01-21,2024-01-30,2024-01-31,P1018,Electronics,S110,Sharjah DC,Amazon,209,204,28.62,50.71,10344.84,5838.48,11809.83,193,0,0
ORD264,2023-07-03,2023-07-07,2023-07-05,P1025,Food,S101,Abu Dhabi Hub,Amazon,101,96,10.38,15.33,1471.68,996.48,8933.85,94,1,0
ORD265,2023-05-17,2023-05-24,2023-05-23,P1044,Electronics,S107,Dubai Central,Amazon,391,387,40.21,55.29,21397.23,15561.27,9085.85,390,1,0
ORD266,2024-01-25,2024-02-02,2024-02-02,P1030,Electronics,S107,Dubai Central,Spinneys,445,438,39.08,64.77,28369.26,17117.04,16123.16,438,1,0
ORD267,2024-07-02,2024-07-12,2024-07-12,P1035,Electronics,S106,Dubai Central,Noon,409,396,11.98,16.96,6716.16,4744.08,14601.83,386,1,0
ORD268,2024-04-01,2024-04-08,2024-04-11,P1034,Electronics,S101,Sharjah DC,Noon,456,447,47.89,78.98,35304.06,21406.83,2051.62,435,0,0
ORD269,2024-04-26,2024-05-06,2024-05-04,P1013,Electronics,S103,Abu Dhabi Hub,Noon,382,365,27.51,34.72,12672.8,10041.15,12845.23,393,1,0
ORD270,2024-12-08,2024-12-12,2024-12-14,P1025,Personal Care,S107,Sharjah DC,Amazon,61,58,31.63,43.18,2504.44,1834.54,3571.97,79,0,0
ORD271,2024-11-05,2024-11-09,2024-11-10,P1046,Food,S109,Sharjah DC,Noon,149,148,36.49,56.13,8307.24,5400.52,9093.71,136,0,0
ORD272,2024-03-30,2024-04-07,2024-04-10,P1011,Personal Care,S109,Dubai Central,Carrefour,161,144,6.6,8.38,1206.72,950.4,10082.23,163,0,0
ORD273,2024-05-22,2024-05-30,2024-05-31,P1001,Electronics,S102,Sharjah DC,Lulu,459,459,19.22,28.54,13099.86,8821.98,15385.97,462,0,1
ORD274,2024-01-17,2024-01-27,2024-01-28,P1025,Food,S104,Dubai Central,Spinneys,296,283,12.8,20.65,5843.95,3622.4,19722.18,298,0,0
ORD275,2024-09-06,2024-09-15,2024-09-13,P1037,Electronics,S102,Abu Dhabi Hub,Lulu,262,247,11.5,19.2,4742.4,2840.5,2800.87,286,1,0
ORD276,2023-05-04,2023-05-09,2023-05-11,P1001,Personal Care,S109,Dubai Central,Amazon,439,438,28.92,48.41,21203.58,12666.96,19127.32,445,0,0
ORD277,2024-02-24,2024-02-29,2024-03-01,P1009,Personal Care,S102,Dubai Central,Spinneys,144,129,21.49,26.53,3422.37,2772.21,10114.16,126,0,0
ORD278,2024-10-13,2024-10-17,2024-10-15,P1046,Personal Care,S105,Dubai Central,Spinneys,261,261,19.75,27.57,7195.77,5154.75,15467.48,251,1,1
ORD279,2024-05-29,2024-06-01,2024-05-30,P1047,Personal Care,S106,Abu Dhabi Hub,Amazon,122,118,7.71,9.62,1135.16,909.78,4322.47,103,1,0
ORD280,2023-08-06,2023-08-11,2023-08-09,P1001,Electronics,S107,Sharjah DC,Carrefour,313,308,44.54,75.99,23404.92,13718.32,2010.68,286,1,0
ORD281,2024-01-02,2024-01-08,2024-01-11,P1030,Food,S110,Abu Dhabi Hub,Amazon,269,251,46.04,76.6,19226.6,11556.04,2581.49,290,0,0
ORD282,2024-12-21,2024-12-29,2024-12-27,P1016,Personal Care,S103,Sharjah DC,Lulu,259,240,19.16,27.16,6518.4,4598.4,19361.94,249,1,0
ORD283,2023-12-27,2024-01-05,2024-01-07,P1030,Food,S103,Dubai Central,Spinneys,348,348,32.07,51.84,18040.32,11160.36,17831.23,374,0,1
ORD284,2023-02-13,2023-02-18,2023-02-19,P1045,Food,S106,Sharjah DC,Carrefour,74,62,6.68,10.19,631.78,414.16,14619.01,54,0,0
ORD285,2024-10-06,2024-10-11,2024-10-13,P1049,Electronics,S107,Abu Dhabi Hub,Spinneys,230,229,23.15,27.94,6398.26,5301.35,13871.78,249,0,0
ORD286,2023-05-07,2023-05-14,2023-05-17,P1050,Electronics,S110,Dubai Central,Spinneys,280,279,26.13,34.76,9698.04,7290.27,18261.08,252,0,0
ORD287,2024-05-30,2024-06-06,2024-06-08,P1028,Personal Care,S102,Dubai Central,Spinneys,62,50,24.3,41.28,2064.0,1215.0,17826.41,45,0,0
ORD288,2023-03-16,2023-03-22,2023-03-23,P1020,Food,S106,Dubai Central,Amazon,325,312,13.32,22.4,6988.8,4155.84,5638.58,334,0,0
ORD289,2024-12-29,2025-01-04,2025-01-02,P1034,Personal Care,S105,Sharjah DC,Carrefour,428,419,24.29,32.61,13663.59,10177.51,6353.03,446,1,0
ORD290,2024-01-12,2024-01-19,2024-01-18,P1023,Personal Care,S101,Dubai Central,Carrefour,142,125,9.38,12.34,1542.5,1172.5,7249.64,164,1,0
ORD291,2024-06-04,2024-06-08,2024-06-10,P1033,Food,S109,Sharjah DC,Carrefour,468,455,17.94,28.25,12853.75,8162.7,1683.63,472,0,0
ORD292,2023-05-14,2023-05-17,2023-05-18,P1047,Personal Care,S106,Abu Dhabi Hub,Spinneys,456,448,43.13,72.18,32336.64,19322.24,4146.9,468,0,0
ORD293,2023-05-21,2023-05-31,2023-06-01,P1038,Electronics,S110,Abu Dhabi Hub,Noon,199,192,15.84,25.21,4840.32,3041.28,12960.09,202,0,0
ORD294,2024-02-07,2024-02-14,2024-02-14,P1007,Personal Care,S107,Dubai Central,Spinneys,85,73,23.2,32.61,2380.53,1693.6,18914.33,100,1,0
ORD295,2024-03-07,2024-03-11,2024-03-09,P1008,Personal Care,S105,Dubai Central,Lulu,103,94,34.95,50.29,4727.26,3285.3,17100.7,109,1,0
ORD296,2024-12-19,2024-12-29,2024-12-28,P1020,Electronics,S110,Abu Dhabi Hub,Carrefour,350,341,48.24,62.95,21465.95,16449.84,17969.06,328,1,0
ORD297,2023-01-20,2023-01-25,2023-01-25,P1049,Electronics,S108,Sharjah DC,Carrefour,339,321,6.68,8.91,2860.11,2144.28,5550.08,314,1,0
ORD298,2024-02-04,2024-02-13,2024-02-11,P1047,Personal Care,S110,Abu Dhabi Hub,Carrefour,393,385,29.58,37.72,14522.2,11388.3,5260.97,398,1,0
ORD299,2023-01-29,2023-02-04,2023-02-03,P1020,Food,S105,Sharjah DC,Noon,499,496,18.94,28.21,13992.16,9394.24,17370.49,499,1,0
ORD300,2023-02-03,2023-02-07,2023-02-08,P1038,Personal Care,S110,Abu Dhabi Hub,Carrefour,228,228,20.75,33.78,7701.84,4731.0,5558.32,213,0,1
ORD301,2023-07-27,2023-07-30,2023-07-28,P1006,Food,S106,Abu Dhabi Hub,Noon,459,454,47.08,57.0,25878.0,21374.32,3847.88,455,1,0
ORD302,2023-06-05,2023-06-14,2023-06-16,P1014,Electronics,S110,Dubai Central,Spinneys,180,169,22.03,37.77,6383.13,3723.07,10371.84,192,0,0
ORD303,2023-05-14,2023-05-21,2023-05-21,P1028,Personal Care,S103,Sharjah DC,Noon,241,229,39.06,56.31,12894.99,8944.74,14206.75,247,1,0
ORD304,2024-10-15,2024-10-19,2024-10-22,P1024,Personal Care,S106,Dubai Central,Amazon,169,157,12.71,17.06,2678.42,1995.47,1933.85,166,0,0
ORD305,2024-04-03,2024-04-09,2024-04-08,P1034,Personal Care,S103,Abu Dhabi Hub,Noon,138,124,22.14,28.34,3514.16,2745.36,18302.64,132,1,0
ORD306,2023-09-30,2023-10-10,2023-10-12,P1024,Food,S110,Dubai Central,Lulu,363,347,47.8,59.91,20788.77,16586.6,5725.43,382,0,0
ORD307,2024-08-19,2024-08-24,2024-08-23,P1048,Food,S105,Sharjah DC,Carrefour,186,184,15.16,18.28,3363.52,2789.44,6947.44,163,1,0
ORD308,2023-02-18,2023-02-27,2023-02-27,P1011,Food,S106,Sharjah DC,Lulu,113,103,17.92,22.85,2353.55,1845.76,9725.47,95,1,0
ORD309,2024-07-07,2024-07-13,2024-07-15,P1006,Electronics,S102,Abu Dhabi Hub,Noon,413,413,27.93,48.02,19832.26,11535.09,3582.08,417,0,1
ORD310,2024-05-26,2024-06-01,2024-06-01,P1001,Electronics,S106,Abu Dhabi Hub,Lulu,355,341,12.84,22.74,7754.34,4378.44,1565.18,384,1,0
ORD311,2023-03-26,2023-04-04,2023-04-07,P1042,Personal Care,S104,Dubai Central,Noon,109,105,19.94,33.6,3528.0,2093.7,1750.52,90,0,0
ORD312,2024-01-04,2024-01-08,2024-01-08,P1036,Personal Care,S108,Abu Dhabi Hub,Carrefour,221,209,31.86,50.55,10564.95,6658.74,13171.01,206,1,0
ORD313,2023-05-04,2023-05-12,2023-05-12,P1045,Personal Care,S105,Sharjah DC,Carrefour,153,140,25.07,42.57,5959.8,3509.8,6492.61,158,1,0
ORD314,2024-08-09,2024-08-18,2024-08-18,P1031,Food,S105,Sharjah DC,Carrefour,178,175,24.56,31.42,5498.5,4298.0,6944.84,202,1,0
ORD315,2023-12-15,2023-12-21,2023-12-22,P1033,Personal Care,S109,Sharjah DC,Amazon,235,231,11.98,14.94,3451.14,2767.38,13297.15,247,0,0
ORD316,2024-02-21,2024-02-29,2024-02-28,P1023,Electronics,S103,Abu Dhabi Hub,Lulu,315,305,16.41,20.74,6325.7,5005.05,18869.92,343,1,0
ORD317,2024-12-01,2024-12-11,2024-12-14,P1003,Personal Care,S106,Abu Dhabi Hub,Lulu,300,298,28.32,34.22,10197.56,8439.36,4585.55,293,0,0
ORD318,2023-03-15,2023-03-18,2023-03-21,P1002,Electronics,S101,Sharjah DC,Amazon,325,323,11.77,18.85,6088.55,3801.71,3223.5,330,0,0
ORD319,2024-10-10,2024-10-20,2024-10-21,P1011,Food,S103,Abu Dhabi Hub,Noon,57,53,20.19,25.12,1331.36,1070.07,7869.91,83,0,0
ORD320,2024-04-24,2024-04-27,2024-04-30,P1022,Food,S105,Abu Dhabi Hub,Carrefour,120,114,45.32,80.27,9150.78,5166.48,15656.88,132,0,0
ORD321,2024-07-09,2024-07-13,2024-07-16,P1004,Food,S101,Sharjah DC,Spinneys,84,81,18.63,25.42,2059.02,1509.03,10504.49,54,0,0
ORD322,2024-09-07,2024-09-11,2024-09-14,P1005,Electronics,S108,Sharjah DC,Lulu,497,481,15.33,23.73,11414.13,7373.73,9379.79,470,0,0
ORD323,2023-06-21,2023-06-28,2023-07-01,P1011,Personal Care,S110,Sharjah DC,Spinneys,232,213,22.72,36.25,7721.25,4839.36,15291.58,253,0,0
ORD324,2023-03-07,2023-03-15,2023-03-17,P1017,Personal Care,S104,Dubai Central,Carrefour,393,387,42.37,52.47,20305.89,16397.19,1293.79,363,0,0
ORD325,2023-05-26,2023-06-03,2023-06-05,P1049,Personal Care,S107,Sharjah DC,Carrefour,407,403,19.61,29.15,11747.45,7902.83,11547.36,409,0,0
ORD326,2024-09-03,2024-09-11,2024-09-14,P1016,Food,S104,Sharjah DC,Spinneys,294,274,34.8,53.04,14532.96,9535.2,15627.04,268,0,0
